GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,playerName,TEAM_ID,team,period,minutesRemaining,secondsRemaining,eventType,ACTION_TYPE,SHOT_TYPE,shotZone,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,shotDistance,locationX,locationY,shotAttempted,shotMade,gameDate,HTM,VTM,season,shotClock,defenderDistance,dribbles,touchTime,gameTimeRemaining,courtDistance,lateGameShot,cornerThree
Shot Chart Detail,22200631,337,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,0,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,7.0,18.0,1,1,20230112,POR,CLE,1970,,,,,734,19.313207915827967,0,0
Shot Chart Detail,22200631,499,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,1,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,-5.0,1,1,20230112,POR,CLE,1970,,,,,1503,11.180339887498949,0,0
Shot Chart Detail,22200631,507,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,0,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,8.0,1,1,20230112,POR,CLE,1970,,,,,1471,8.0,0,0
Shot Chart Detail,22200631,535,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,10,20,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-18.0,5.0,1,1,20230112,POR,CLE,1970,,,,,2780,18.681541692269406,0,0
Shot Chart Detail,22200631,628,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,3,46,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,1.0,13.0,1,1,20230112,POR,CLE,1970,,,,,2386,13.038404810405298,0,0
Shot Chart Detail,22200647,288,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,2,48,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,17.0,36.0,1,1,20230114,POR,DAL,1970,,,,,888,39.81205847478876,0,0
Shot Chart Detail,22200647,309,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,1,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,1.0,1,1,20230114,POR,DAL,1970,,,,,809,1.0,0,0
Shot Chart Detail,22200647,396,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,5,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,10.0,8.0,1,1,20230114,POR,DAL,1970,,,,,1792,12.806248474865697,0,0
Shot Chart Detail,22200647,536,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,7,1,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,7.0,8.0,1,1,20230114,POR,DAL,1970,,,,,2581,10.63014581273465,0,0
Shot Chart Detail,22200654,21,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,10,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,5.0,8.0,1,1,20230115,POR,DAL,1970,,,,,608,9.433981132056603,0,0
Shot Chart Detail,22200654,27,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,9,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,8.0,1,1,20230115,POR,DAL,1970,,,,,581,8.94427190999916,0,0
Shot Chart Detail,22200654,255,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,6,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-6.0,12.0,1,1,20230115,POR,DAL,1970,,,,,1115,13.416407864998739,0,0
Shot Chart Detail,22200654,279,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,4,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-7.0,15.0,1,1,20230115,POR,DAL,1970,,,,,988,16.55294535724685,0,0
Shot Chart Detail,22200667,98,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,41,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,18.0,11.0,1,1,20230117,DEN,POR,1970,,,,,281,21.095023109728988,0,0
Shot Chart Detail,22200667,331,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,0,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,26.0,10.0,1,1,20230117,DEN,POR,1970,,,,,753,27.85677655436824,0,0
Shot Chart Detail,22200667,355,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,10,37,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-20.0,20.0,1,1,20230117,DEN,POR,1970,,,,,2077,28.284271247461902,0,0
Shot Chart Detail,22200667,505,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,8,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-26.0,12.0,1,1,20230117,DEN,POR,1970,,,,,2694,28.635642126552707,0,0
Shot Chart Detail,22200682,25,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,10,12,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,2.0,1,1,20230119,POR,PHI,1970,,,,,612,4.47213595499958,0,0
Shot Chart Detail,22200682,444,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,2,46,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,11.0,13.0,1,1,20230119,POR,PHI,1970,,,,,1606,17.029386365926403,0,0
Shot Chart Detail,22200682,616,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,1,7,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,15.0,11.0,1,1,20230119,POR,PHI,1970,,,,,2227,18.601075237738275,0,0
Shot Chart Detail,22200705,399,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,6,10,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-5.0,-4.0,1,1,20230122,POR,LAL,1970,,,,,1810,6.4031242374328485,0,0
Shot Chart Detail,22200711,45,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,8,38,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-16.0,-9.0,1,1,20230123,POR,SAS,1970,,,,,518,18.35755975068582,0,0
Shot Chart Detail,22200711,301,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,2,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,16.0,11.0,1,1,20230123,POR,SAS,1970,,,,,883,19.4164878389476,0,0
Shot Chart Detail,22200711,426,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,4,39,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,5.0,1,1,20230123,POR,SAS,1970,,,,,1719,5.0,0,0
Shot Chart Detail,22200711,488,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,0,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-9.0,4.0,1,1,20230123,POR,SAS,1970,,,,,1446,9.848857801796104,0,0
Shot Chart Detail,22200727,38,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,8,14,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,6.0,1,1,20230125,POR,UTA,1970,,,,,494,12.529964086141668,0,0
Shot Chart Detail,22200727,82,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,5,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,9.0,4.0,1,1,20230125,POR,UTA,1970,,,,,315,9.848857801796104,0,0
Shot Chart Detail,22200727,305,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,10,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,7.0,5.0,1,1,20230125,POR,UTA,1970,,,,,2046,8.602325267042627,0,0
Shot Chart Detail,22200727,349,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,6,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-6.0,13.0,1,1,20230125,POR,UTA,1970,,,,,1842,14.317821063276353,0,0
Shot Chart Detail,22200727,373,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,5,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,6.0,-3.0,1,1,20230125,POR,UTA,1970,,,,,1740,6.708203932499369,0,0
Shot Chart Detail,22200727,384,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,4,23,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,1.0,-4.0,1,1,20230125,POR,UTA,1970,,,,,1703,4.123105625617661,0,0
Shot Chart Detail,22200727,424,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,1,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,5.0,6.0,1,1,20230125,POR,UTA,1970,,,,,1536,7.810249675906654,0,0
Shot Chart Detail,22200727,559,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,3,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,15.0,-10.0,1,1,20230125,POR,UTA,1970,,,,,2368,18.027756377319946,0,0
Shot Chart Detail,22200727,581,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,2,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,0.0,1,1,20230125,POR,UTA,1970,,,,,2298,10.0,0,0
Shot Chart Detail,22200751,96,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,10.0,-3.0,1,1,20230128,POR,TOR,1970,,,,,187,10.44030650891055,0,0
Shot Chart Detail,22200751,229,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,4,39,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,13.0,-5.0,1,1,20230128,POR,TOR,1970,,,,,999,13.92838827718412,0,0
Shot Chart Detail,22200751,250,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,2,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-25.0,5.0,1,1,20230128,POR,TOR,1970,,,,,884,25.495097567963924,0,0
Shot Chart Detail,22200751,346,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,6,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,4.0,6.0,1,1,20230128,POR,TOR,1970,,,,,1802,7.211102550927978,0,0
Shot Chart Detail,22200751,353,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,4,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,9.0,1,1,20230128,POR,TOR,1970,,,,,1732,15.0,0,0
Shot Chart Detail,22200751,521,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,4,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,11.0,17.0,1,1,20230128,POR,TOR,1970,,,,,2428,20.248456731316587,0,0
Shot Chart Detail,22200751,528,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,4,2,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,2.0,-5.0,1,1,20230128,POR,TOR,1970,,,,,2402,5.385164807134504,0,0
Shot Chart Detail,22200751,550,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,2,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-9.0,-1.0,1,1,20230128,POR,TOR,1970,,,,,2300,9.055385138137417,0,0
Shot Chart Detail,22200763,41,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,7,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-2.0,0.0,1,1,20230130,POR,ATL,1970,,,,,443,2.0,0,0
Shot Chart Detail,22200763,163,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,9,43,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,1.0,1,1,20230130,POR,ATL,1970,,,,,1303,11.045361017187261,0,0
Shot Chart Detail,22200763,186,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,7,55,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,6.0,-8.0,1,1,20230130,POR,ATL,1970,,,,,1195,10.0,0,0
Shot Chart Detail,22200763,280,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,1,12,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,7.0,20.0,1,1,20230130,POR,ATL,1970,,,,,792,21.18962010041709,0,0
Shot Chart Detail,22200763,583,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,0,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,2.0,6.0,1,1,20230130,POR,ATL,1970,,,,,2214,6.324555320336759,0,0
Shot Chart Detail,22200771,142,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,0,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-1.0,8.0,1,1,20230201,MEM,POR,1970,,,,,32,8.06225774829855,1,0
Shot Chart Detail,22200771,435,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,6,39,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,16.0,6.0,1,1,20230201,MEM,POR,1970,,,,,1839,17.08800749063506,0,0
Shot Chart Detail,22200787,223,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,5,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,11.0,17.0,1,1,20230203,WAS,POR,1970,,,,,1055,20.248456731316587,0,0
Shot Chart Detail,22200787,484,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,10,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-25.0,12.0,1,1,20230203,WAS,POR,1970,,,,,2815,27.730849247724095,0,0
Shot Chart Detail,22200787,541,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-22.0,29.0,1,1,20230203,WAS,POR,1970,,,,,2489,36.40054944640259,0,0
Shot Chart Detail,22200787,604,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,0,22,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,0.0,20.0,1,1,20230203,WAS,POR,1970,,,,,2182,20.0,0,0
Shot Chart Detail,22200796,26,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,9,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-1.0,6.0,1,1,20230204,CHI,POR,1970,,,,,545,6.082762530298219,0,0
Shot Chart Detail,22200796,143,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,0,11,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-7.0,25.0,1,1,20230204,CHI,POR,1970,,,,,11,25.96150997149434,1,0
Shot Chart Detail,22200796,173,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,9,48,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-6.0,10.0,1,1,20230204,CHI,POR,1970,,,,,1308,11.661903789690601,0,0
Shot Chart Detail,22200796,176,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,9,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,9.0,20.0,1,1,20230204,CHI,POR,1970,,,,,1285,21.93171219946131,0,0
Shot Chart Detail,22200796,481,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,9,15,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,4.0,34.0,1,1,20230204,CHI,POR,1970,,,,,2715,34.23448553724738,0,0
Shot Chart Detail,22200815,118,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,38,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,4.0,4.0,1,1,20230206,POR,MIL,1970,,,,,218,5.656854249492381,0,0
Shot Chart Detail,22200815,263,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,3,58,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,10.0,11.0,1,1,20230206,POR,MIL,1970,,,,,958,14.866068747318506,0,0
Shot Chart Detail,22200815,276,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,3,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,2.0,-10.0,1,1,20230206,POR,MIL,1970,,,,,908,10.198039027185569,0,0
Shot Chart Detail,22200815,392,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,7,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,9.0,1.0,1,1,20230206,POR,MIL,1970,,,,,1891,9.055385138137417,0,0
Shot Chart Detail,22200815,599,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,6,41,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-7.0,-1.0,1,1,20230206,POR,MIL,1970,,,,,2561,7.0710678118654755,0,0
Shot Chart Detail,22200830,23,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,10,3,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,-5.0,1,1,20230208,POR,GSW,1970,,,,,603,12.083045973594572,0,0
Shot Chart Detail,22200830,238,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,5,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-21.0,17.0,1,1,20230208,POR,GSW,1970,,,,,1075,27.018512172212592,0,0
Shot Chart Detail,22200830,322,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,0,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-16.0,-4.0,1,1,20230208,POR,GSW,1970,,,,,772,16.492422502470642,0,0
Shot Chart Detail,22200830,380,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,7,21,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,6.0,11.0,1,1,20230208,POR,GSW,1970,,,,,1881,12.529964086141668,0,0
Shot Chart Detail,22200830,424,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,3,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,2.0,8.0,1,1,20230208,POR,GSW,1970,,,,,1667,8.246211251235321,0,0
Shot Chart Detail,22200830,545,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,6,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-15.0,3.0,1,1,20230208,POR,GSW,1970,,,,,2549,15.297058540778355,0,0
Shot Chart Detail,22200843,109,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,18,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,4.0,1,1,20230210,POR,OKC,1970,,,,,198,4.0,0,0
Shot Chart Detail,22200843,476,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,3,31,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-7.0,1.0,1,1,20230210,POR,OKC,1970,,,,,1651,7.0710678118654755,0,0
Shot Chart Detail,22200843,568,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,7,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-5.0,-2.0,1,1,20230210,POR,OKC,1970,,,,,2589,5.385164807134504,0,0
Shot Chart Detail,22200867,177,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,9,31,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,-10.0,1,1,20230213,POR,LAL,1970,,,,,1291,15.620499351813308,0,0
Shot Chart Detail,22200867,241,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,5,22,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-1.0,0.0,1,1,20230213,POR,LAL,1970,,,,,1042,1.0,0,0
Shot Chart Detail,22200867,333,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,10,7,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,0.0,13.0,1,1,20230213,POR,LAL,1970,,,,,2047,13.0,0,0
Shot Chart Detail,22200867,487,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,10,30,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,6.0,4.0,1,1,20230213,POR,LAL,1970,,,,,2790,7.211102550927978,0,0
Shot Chart Detail,22200867,529,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,7,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-15.0,5.0,1,1,20230213,POR,LAL,1970,,,,,2620,15.811388300841896,0,0
Shot Chart Detail,22200872,203,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,8,50,Made Shot,Driving Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-5.0,4.0,1,1,20230214,POR,WAS,1970,,,,,1250,6.4031242374328485,0,0
Shot Chart Detail,22200872,321,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,11,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,16.0,-3.0,1,1,20230214,POR,WAS,1970,,,,,2109,16.278820596099706,0,0
Shot Chart Detail,22200872,513,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,10,49,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-9.0,6.0,1,1,20230214,POR,WAS,1970,,,,,2809,10.816653826391969,0,0
Shot Chart Detail,22200872,525,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,9,34,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-6.0,-1.0,1,1,20230214,POR,WAS,1970,,,,,2734,6.082762530298219,0,0
Shot Chart Detail,22200872,561,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,44,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-16.0,-6.0,1,1,20230214,POR,WAS,1970,,,,,2504,17.08800749063506,0,0
Shot Chart Detail,22200917,21,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,10,11,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-13.0,0.0,1,1,20230226,POR,HOU,1970,,,,,611,13.0,0,0
Shot Chart Detail,22200917,231,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,7,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,-1.0,1,1,20230226,POR,HOU,1970,,,,,1172,11.045361017187261,0,0
Shot Chart Detail,22200917,289,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,4,15,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-15.0,-10.0,1,1,20230226,POR,HOU,1970,,,,,975,18.027756377319946,0,0
Shot Chart Detail,22200917,340,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,0,1,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-9.0,-9.0,1,1,20230226,POR,HOU,1970,,,,,721,12.727922061357855,0,0
Shot Chart Detail,22200917,436,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,5,59,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,5.0,1,1,20230226,POR,HOU,1970,,,,,1799,6.4031242374328485,0,0
Shot Chart Detail,22200917,592,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,6,20,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-5.0,1.0,1,1,20230226,POR,HOU,1970,,,,,2540,5.0990195135927845,0,0
Shot Chart Detail,22200931,99,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,27.0,21.0,1,1,20230228,GSW,POR,1970,,,,,269,34.20526275297414,0,0
Shot Chart Detail,22200931,102,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,4,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,2.0,38.0,1,1,20230228,GSW,POR,1970,,,,,244,38.05259518088089,0,0
Shot Chart Detail,22200931,451,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,3,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-9.0,32.0,1,1,20230228,GSW,POR,1970,,,,,1662,33.24154027718932,0,0
Shot Chart Detail,22200931,598,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,27,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-22.0,22.0,1,1,20230228,GSW,POR,1970,,,,,2487,31.11269837220809,0,0
